genome	name1	name2	coverage_overlap	compared_bases_count	consensus_SNPs	population_SNPs	popANI	conANI	percent_compared
MAG03	SRS1992991.sorted.bam	SRS1993092.sorted.bam	0.9701874640431761	1902744	10686	6591	0.9965360552969816	0.994383900303982	0.8844772189745191
MAG03	SRS1992991.sorted.bam	SRS1993106.sorted.bam	0.9286202747540485	1877038	32136	13679	0.9927124544095538	0.9828794089411083	0.872527964954557
MAG03	SRS1992991.sorted.bam	SRS1993108.sorted.bam	0.9211545452276868	1858506	33897	23104	0.9875685093295368	0.9817611565418675	0.8639134945780713
MAG03	SRS1992991.sorted.bam	SRS1993116.sorted.bam	0.9512187406996577	1930025	32678	11957	0.9938047434618723	0.9830686131008666	0.8971586007110238
MAG03	SRS1992991.sorted.bam	SRS1993122.sorted.bam	0.9335512798898378	1914084	38057	13690	0.9928477538080879	0.9801173825182176	0.8897485385336249
MAG03	SRS1992991.sorted.bam	SRS1993132.sorted.bam	0.9362310359301306	1905329	32379	10021	0.9947405408724688	0.9830060845134883	0.8856788381156381
MAG03	SRS1992991.sorted.bam	SRS1993134.sorted.bam	0.5038343671654754	999721	60200	41835	0.958153324777613	0.939783199512664	0.4647133034346319
MAG03	SRS1992991.sorted.bam	SRS1993140.sorted.bam	0.8594996316517987	1693189	31131	14527	0.9914203316936266	0.9816139840265913	0.7870670452348015
MAG03	SRS1992991.sorted.bam	SRS1993148.sorted.bam	0.6935391380247005	1329721	22745	13187	0.9900828820481891	0.9828949080295791	0.6181114916625761
MAG03	SRS1992991.sorted.bam	SRS1993150.sorted.bam	0.9300910012997844	1885359	38457	17589	0.9906707422830346	0.979602293250251	0.8763959235128743
MAG03	SRS1992991.sorted.bam	SRS1993172.sorted.bam	0.9414102615830771	1920254	38223	8378	0.9956370355171764	0.9800948207893331	0.8926166198104928
MAG03	SRS1992992.sorted.bam	SRS1992993.sorted.bam	0.9170795491004841	1823374	33299	27171	0.9850985042015517	0.9817377016454112	0.8475826304907255
MAG03	SRS1992992.sorted.bam	SRS1992995.sorted.bam	0.9261446594203366	1822738	31010	17943	0.9901560180344076	0.9829871325445566	0.8472869903461406
MAG03	SRS1992992.sorted.bam	SRS1992998.sorted.bam	0.9349661783014147	1825049	28982	27499	0.9849324593476668	0.984119878425182	0.848361242506731
MAG03	SRS1992992.sorted.bam	SRS1992999.sorted.bam	0.9069987424291018	1801228	25749	18566	0.9896925875014158	0.9857047525354925	0.8372882175316465
MAG03	SRS1992992.sorted.bam	SRS1993001.sorted.bam	0.89962208740108	1768672	26425	24745	0.9860092770168805	0.9850594118072769	0.8221547889984678
MAG03	SRS1992992.sorted.bam	SRS1993002.sorted.bam	0.9237372989776563	1883070	26727	11379	0.9939572081760104	0.9858066880147843	0.8753318978981659
MAG03	SRS1992992.sorted.bam	SRS1993058.sorted.bam	0.9269399186871794	1857693	45468	21436	0.9884609566812169	0.9755244811710008	0.863535577223437
MAG03	SRS1992992.sorted.bam	SRS1993062.sorted.bam	0.9453024613789592	1878017	31991	7320	0.9961022717046757	0.9829655429104209	0.8729830462462999
MAG03	SRS1992992.sorted.bam	SRS1993066.sorted.bam	0.9066967123771332	1762810	28798	24962	0.9858396537346623	0.983663582575547	0.8194298793639461
MAG03	SRS1992992.sorted.bam	SRS1993078.sorted.bam	0.9230683810192909	1860878	32061	15481	0.9916808087365212	0.9827710360378273	0.865016102161334
MAG03	SRS1992992.sorted.bam	SRS1993092.sorted.bam	0.923957783210545	1830962	29491	27570	0.9849423417853566	0.9838931665430523	0.8511098591339789
MAG03	SRS1992992.sorted.bam	SRS1993106.sorted.bam	0.9316777317480223	1860955	31606	15416	0.9917160812593534	0.9830162470344528	0.8650518950719205
MAG03	SRS1992992.sorted.bam	SRS1993108.sorted.bam	0.9186305970094395	1833760	32205	24006	0.9869088648459995	0.9824377235843295	0.852410489832954
MAG03	SRS1992992.sorted.bam	SRS1993116.sorted.bam	0.9301544317810565	1885760	31881	15358	0.9918558034956728	0.9830938189377227	0.876582325553721
MAG03	SRS1992992.sorted.bam	SRS1993122.sorted.bam	0.9268971441594538	1885889	37985	15121	0.9919820307557868	0.9798583055524477	0.8766422903000283
MAG03	SRS1992992.sorted.bam	SRS1993132.sorted.bam	0.9256201082349441	1873317	29049	10639	0.9943207689889111	0.9844932811691774	0.8707982841715383
MAG03	SRS1992992.sorted.bam	SRS1993134.sorted.bam	0.4965395055274842	974728	59091	42593	0.9563026813634162	0.9393769338728343	0.453095482469841
MAG03	SRS1992992.sorted.bam	SRS1993140.sorted.bam	0.8500874580679462	1663493	29963	15533	0.9906624193789815	0.981987901361773	0.7732630676662651
MAG03	SRS1992992.sorted.bam	SRS1993148.sorted.bam	0.6957974496909449	1317913	23033	14548	0.9889613350805402	0.9825231255780921	0.6126226255819834
MAG03	SRS1992992.sorted.bam	SRS1993150.sorted.bam	0.9367058321628678	1872224	37715	19744	0.9894542533372075	0.9798555087425437	0.8702902107784075
MAG03	SRS1992992.sorted.bam	SRS1993172.sorted.bam	0.923555451142106	1878912	37523	9221	0.9950923726071258	0.9800293999931875	0.8733990807264939
MAG03	SRS1992993.sorted.bam	SRS1992995.sorted.bam	0.9195752032766528	1825280	31829	16014	0.991226551542777	0.982562127454418	0.8484686212384905
MAG03	SRS1992993.sorted.bam	SRS1992998.sorted.bam	0.9242453760005206	1824641	33866	27856	0.9847334352346572	0.9814396366189294	0.8481715865649219
MAG03	SRS1992993.sorted.bam	SRS1992999.sorted.bam	0.9086520912497648	1814299	33665	20875	0.9884941787434155	0.9814446240669261	0.843364180314457
MAG03	SRS1992993.sorted.bam	SRS1993001.sorted.bam	0.8963961136064302	1773946	31450	25450	0.9856534528108521	0.9822711627073203	0.8246063709521472
MAG03	SRS1992993.sorted.bam	SRS1993002.sorted.bam	0.9187424874074348	1888788	30274	11249	0.9940443289559231	0.9839717321372224	0.877989870141461
MAG03	SRS1992993.sorted.bam	SRS1993058.sorted.bam	0.9225046349406314	1864092	47097	19616	0.9894769142295552	0.9747346161026387	0.8665101075460753
MAG03	SRS1992993.sorted.bam	SRS1993062.sorted.bam	0.921266092340534	1862347	34673	15619	0.9916132707814387	0.9813820947438904	0.8656989565204457
MAG03	SRS1992993.sorted.bam	SRS1993066.sorted.bam	0.8888708555204998	1754785	32280	23924	0.9863664209575532	0.9816045840373607	0.8156995143320392
MAG03	SRS1992993.sorted.bam	SRS1993078.sorted.bam	0.9271659315526927	1877301	35750	13459	0.9928306648747324	0.980956703267084	0.8726502186621446
MAG03	SRS1992993.sorted.bam	SRS1993092.sorted.bam	0.9166229558820262	1834587	32789	26486	0.9855629632173345	0.9821273125777082	0.8527949149895131
MAG03	SRS1992993.sorted.bam	SRS1993106.sorted.bam	0.9219407362911695	1861256	34229	14855	0.9920188302952415	0.9816097302036904	0.8651918128133042
MAG03	SRS1992993.sorted.bam	SRS1993108.sorted.bam	0.9182487000693466	1842839	34522	21955	0.988086316818778	0.9812669473567686	0.856630799381201
MAG03	SRS1992993.sorted.bam	SRS1993116.sorted.bam	0.9269740509801608	1894181	36683	15289	0.9919284376730629	0.9806338465014695	0.8804967684115014
MAG03	SRS1992993.sorted.bam	SRS1993122.sorted.bam	0.9187980172980409	1889247	39128	13638	0.992781250942836	0.9792891030129993	0.8782032330759962
MAG03	SRS1992993.sorted.bam	SRS1993132.sorted.bam	0.9322796048652153	1892973	35199	11360	0.993998857881227	0.9814054400141999	0.8799352380739881
MAG03	SRS1992993.sorted.bam	SRS1993134.sorted.bam	0.49798918855869884	985998	59218	41134	0.958281862640695	0.9399410546471697	0.4583342630193226
MAG03	SRS1992993.sorted.bam	SRS1993140.sorted.bam	0.8559500669037449	1682068	33096	15358	0.9908695724548592	0.9803242199483018	0.7818975262915198
MAG03	SRS1992993.sorted.bam	SRS1993148.sorted.bam	0.694075398299543	1320764	23287	11891	0.9909968775648034	0.9823685382097028	0.6139478929596739
MAG03	SRS1992993.sorted.bam	SRS1993150.sorted.bam	0.9200973178004599	1865656	37937	16529	0.9911403817209603	0.9796655975163696	0.8672371219896767
MAG03	SRS1992993.sorted.bam	SRS1993172.sorted.bam	0.9220376219452137	1890202	37436	8408	0.9955517981676032	0.9801947093485247	0.878647158135868
MAG03	SRS1992995.sorted.bam	SRS1992998.sorted.bam	0.9289097693750243	1818898	30022	17834	0.9901951621256387	0.9834944015552274	0.845501993246761
MAG03	SRS1992995.sorted.bam	SRS1992999.sorted.bam	0.9238764351595196	1820459	29440	11936	0.9934434117988925	0.9838282543028983	0.8462276131613786
MAG03	SRS1992995.sorted.bam	SRS1993001.sorted.bam	0.9109270987811964	1780131	27629	15471	0.9913090665799315	0.9844792321463982	0.8274814248739346
MAG03	SRS1992995.sorted.bam	SRS1993002.sorted.bam	0.9271089301903367	1885747	25948	3067	0.9983735888218302	0.9862399356859642	0.8765762825947908
MAG03	SRS1992995.sorted.bam	SRS1993058.sorted.bam	0.9372819023868446	1868816	43783	12655	0.9932283328053698	0.9765717973305023	0.868706025852708
MAG03	SRS1992995.sorted.bam	SRS1993062.sorted.bam	0.9460571402414654	1878569	28470	6921	0.9963158127276667	0.9848448473279395	0.8732396395793357
MAG03	SRS1992995.sorted.bam	SRS1993066.sorted.bam	0.8992870203126333	1755900	30871	16837	0.9904111851472179	0.9824187026596047	0.8162178142710518
MAG03	SRS1992995.sorted.bam	SRS1993078.sorted.bam	0.9326342178367012	1870583	32919	8251	0.9955890757052748	0.9824017431998473	0.8695274034242194
MAG03	SRS1992995.sorted.bam	SRS1993092.sorted.bam	0.9316475030138212	1840301	28390	7607	0.9958664370665451	0.9845731758011326	0.8554510278608297
MAG03	SRS1992995.sorted.bam	SRS1993106.sorted.bam	0.9282656044411605	1855345	31040	8335	0.9955075740630449	0.9832699578784538	0.8624441258720454
MAG03	SRS1992995.sorted.bam	SRS1993108.sorted.bam	0.923569574667681	1838147	32141	15198	0.9917318908661821	0.9825144561343571	0.8544497560503964
MAG03	SRS1992995.sorted.bam	SRS1993116.sorted.bam	0.9265000341650375	1881375	33887	7583	0.9959694372466946	0.9819881735432862	0.8745439890222678
MAG03	SRS1992995.sorted.bam	SRS1993122.sorted.bam	0.9291788275702985	1887150	36989	7844	0.9958434676628779	0.9803995442863578	0.8772284573162569
MAG03	SRS1992995.sorted.bam	SRS1993132.sorted.bam	0.9231416878592357	1869555	30515	4924	0.9973662181642156	0.9836779340538256	0.8690495448257397
MAG03	SRS1992995.sorted.bam	SRS1993134.sorted.bam	0.5007061346441777	978136	58542	37915	0.961237496626236	0.9401494270735358	0.4546796673955405
MAG03	SRS1992995.sorted.bam	SRS1993140.sorted.bam	0.8669861906844015	1683584	29935	8200	0.9951294381509922	0.9822194793963355	0.782602228271379
MAG03	SRS1992995.sorted.bam	SRS1993148.sorted.bam	0.7017920583685224	1322298	23365	8800	0.9933449192239571	0.9823300042804269	0.6146609621134366
MAG03	SRS1992995.sorted.bam	SRS1993150.sorted.bam	0.9328432026086279	1867719	37369	11275	0.993963224660669	0.9799921722700257	0.8681960930875987
MAG03	SRS1992995.sorted.bam	SRS1993172.sorted.bam	0.927053139526685	1882256	37008	3810	0.9979758332554126	0.9803384874321027	0.874953515700537
MAG03	SRS1992998.sorted.bam	SRS1992999.sorted.bam	0.9292588113315172	1819778	28380	20674	0.9886392735817227	0.9844046911216643	0.8459110550820355
MAG03	SRS1992998.sorted.bam	SRS1993001.sorted.bam	0.9107358884325257	1773978	26658	25045	0.9858820120655386	0.9849727561446647	0.8246212459279754
MAG03	SRS1992998.sorted.bam	SRS1993002.sorted.bam	0.9214054835713078	1874866	27910	11671	0.9937750217882237	0.9851136027854791	0.8715183259702203
MAG03	SRS1992998.sorted.bam	SRS1993058.sorted.bam	0.9265460797497364	1851347	45147	21607	0.9883290382624111	0.9756139718810142	0.8605856835795141
MAG03	SRS1992998.sorted.bam	SRS1993062.sorted.bam	0.9363418638582743	1862482	32397	16215	0.9912938755918178	0.9826054694756782	0.8657617103247207
MAG03	SRS1992998.sorted.bam	SRS1993066.sorted.bam	0.9099420058023489	1761050	29895	26057	0.9852037136935351	0.9830243320746146	0.818611755693397
MAG03	SRS1992998.sorted.bam	SRS1993078.sorted.bam	0.931539631378071	1864274	33051	15991	0.9914223982097052	0.9822713828546662	0.8665947089710979
MAG03	SRS1992998.sorted.bam	SRS1993092.sorted.bam	0.9236813072469896	1826698	29404	27718	0.9848261726897385	0.9839031958210935	0.849127768604876
MAG03	SRS1992998.sorted.bam	SRS1993106.sorted.bam	0.9324195468964827	1854047	32976	16613	0.9910396014772009	0.9822140431175693	0.8618407596650155
MAG03	SRS1992998.sorted.bam	SRS1993108.sorted.bam	0.9266546684167675	1835483	32156	24326	0.9867468126918092	0.9824809055709042	0.8532114143127018
MAG03	SRS1992998.sorted.bam	SRS1993116.sorted.bam	0.923005536132567	1872002	34342	17315	0.9907505440699316	0.9816549341293439	0.8701870156335996
MAG03	SRS1992998.sorted.bam	SRS1993122.sorted.bam	0.9265689494369883	1880216	37536	15222	0.9919041216541078	0.9800363362507286	0.8740052359914915
MAG03	SRS1992998.sorted.bam	SRS1993132.sorted.bam	0.9292733644197562	1870944	29852	10851	0.9942002539894299	0.9840444182188243	0.8696952117452809
MAG03	SRS1992998.sorted.bam	SRS1993134.sorted.bam	0.5024342899173414	976193	59090	42992	0.9559595284948775	0.9394689369827482	0.45377647745697414
MAG03	SRS1992998.sorted.bam	SRS1993140.sorted.bam	0.865700120501363	1676975	30790	16515	0.9901519104339659	0.9816395593255713	0.7795300809198685
MAG03	SRS1992998.sorted.bam	SRS1993148.sorted.bam	0.6961561794295615	1312617	23651	15308	0.9883378015064562	0.9819817966703158	0.6101608170824222
MAG03	SRS1992998.sorted.bam	SRS1993150.sorted.bam	0.9278501940361699	1856692	37607	20069	0.9891909912898854	0.9797451596710709	0.8630702693858122
MAG03	SRS1992998.sorted.bam	SRS1993172.sorted.bam	0.9204252465069716	1869801	37869	10060	0.9946197483047661	0.9797470425997205	0.8691638962024186
MAG03	SRS1992999.sorted.bam	SRS1993001.sorted.bam	0.909671044143008	1779363	23818	16669	0.9906320407921262	0.9866143108516924	0.8271244254540586
MAG03	SRS1992999.sorted.bam	SRS1993002.sorted.bam	0.9161328130027573	1873427	26428	7228	0.9961418299191802	0.98589323202879	0.8708494169009475
MAG03	SRS1992999.sorted.bam	SRS1993058.sorted.bam	0.9193957476640594	1850890	46073	16746	0.9909524607080917	0.9751076509138846	0.8603732503309682
MAG03	SRS1992999.sorted.bam	SRS1993062.sorted.bam	0.9254350182501025	1856734	31385	10338	0.994432158833737	0.983096663280793	0.8630897927915867
MAG03	SRS1992999.sorted.bam	SRS1993066.sorted.bam	0.8933874521892429	1748971	30284	20026	0.9885498387337469	0.9826846757321877	0.8129969171612597
MAG03	SRS1992999.sorted.bam	SRS1993078.sorted.bam	0.9361692266854456	1878610	30903	10535	0.9943921303516962	0.9835500715954881	0.8732586981421155
MAG03	SRS1992999.sorted.bam	SRS1993092.sorted.bam	0.9040148772510099	1811761	29595	21008	0.9884046516069173	0.9836650639902282	0.8421844087940857
MAG03	SRS1992999.sorted.bam	SRS1993106.sorted.bam	0.9324739991807092	1861589	30688	10506	0.9943564342075506	0.9835151582868185	0.865346605530516
MAG03	SRS1992999.sorted.bam	SRS1993108.sorted.bam	0.9094641492209055	1822713	31726	17791	0.9902392751903344	0.9825940781680934	0.8472753692712749
MAG03	SRS1992999.sorted.bam	SRS1993116.sorted.bam	0.9221947306759397	1877015	33338	10770	0.9942621662586607	0.9822388206807084	0.8725172735656804
MAG03	SRS1992999.sorted.bam	SRS1993122.sorted.bam	0.9295088200221238	1890518	37291	9812	0.9948098880835834	0.9802747183576141	0.8787940485221711
MAG03	SRS1992999.sorted.bam	SRS1993132.sorted.bam	0.9276041513269413	1878345	26937	6285	0.9966539693187354	0.985659184015716	0.8731355147485386
MAG03	SRS1992999.sorted.bam	SRS1993134.sorted.bam	0.5100898906738152	989840	59339	40139	0.9594490018588863	0.940051927584256	0.46012018980469155
MAG03	SRS1992999.sorted.bam	SRS1993140.sorted.bam	0.8728955365843636	1693641	27944	9503	0.9943890116028131	0.98350063561286	0.7872771542683743
MAG03	SRS1992999.sorted.bam	SRS1993148.sorted.bam	0.6954767514302996	1316723	23704	11104	0.9915669430852199	0.9819977322489241	0.6120694624183736
MAG03	SRS1992999.sorted.bam	SRS1993150.sorted.bam	0.9243271701469723	1860050	37513	14061	0.9924405257923175	0.9798322625735867	0.8646312121617802
MAG03	SRS1992999.sorted.bam	SRS1993172.sorted.bam	0.9300163521260593	1888554	37722	5494	0.9970908959976786	0.9800259881369556	0.8778810968807176
MAG03	SRS1993001.sorted.bam	SRS1993002.sorted.bam	0.8903270854220323	1817922	24065	9702	0.994663137362329	0.9867623583410069	0.845048306484002
MAG03	SRS1993001.sorted.bam	SRS1993058.sorted.bam	0.8944324816956888	1795900	43160	20823	0.9884052564173952	0.9759674814856061	0.8348115340562572
MAG03	SRS1993001.sorted.bam	SRS1993062.sorted.bam	0.9120363824117832	1816554	28856	13686	0.992465954769305	0.9841149781399287	0.844412401267348
MAG03	SRS1993001.sorted.bam	SRS1993066.sorted.bam	0.8925182359447901	1723794	29335	25167	0.9854002276374091	0.9829823053102633	0.8012935650854567
MAG03	SRS1993001.sorted.bam	SRS1993078.sorted.bam	0.9013552245906984	1811008	29991	14141	0.9921916413400714	0.983439609322543	0.8418343820191292
MAG03	SRS1993001.sorted.bam	SRS1993092.sorted.bam	0.8985367583920983	1778601	26735	25135	0.985868106449957	0.9849685230133122	0.8267702150921504
MAG03	SRS1993001.sorted.bam	SRS1993106.sorted.bam	0.907389041948966	1808082	29246	14390	0.9920412901627249	0.9838248486517758	0.8404742514168414
MAG03	SRS1993001.sorted.bam	SRS1993108.sorted.bam	0.90687191905895	1795676	30094	22615	0.9874058571813623	0.9832408519131514	0.83470740922546
MAG03	SRS1993001.sorted.bam	SRS1993116.sorted.bam	0.9032835908672681	1829590	31058	14335	0.9921649112642723	0.983024612071557	0.8504720945453463
MAG03	SRS1993001.sorted.bam	SRS1993122.sorted.bam	0.9031053023451072	1833145	35120	13105	0.9928510837931533	0.9808416682804688	0.8521246113912565
MAG03	SRS1993001.sorted.bam	SRS1993132.sorted.bam	0.9041127021095278	1823913	25957	9131	0.9949937305123654	0.9857685097918596	0.8478331808648311
MAG03	SRS1993001.sorted.bam	SRS1993134.sorted.bam	0.48752559334501416	942003	56515	40946	0.9565330471346695	0.9400054989209163	0.4378834954705699
MAG03	SRS1993001.sorted.bam	SRS1993140.sorted.bam	0.8541019632502959	1644078	27397	13679	0.9916798351416417	0.9833359487810189	0.764238140925521
MAG03	SRS1993001.sorted.bam	SRS1993148.sorted.bam	0.6955880344982491	1295642	21833	13632	0.9894785751002206	0.9831488945248764	0.6022701072485758
MAG03	SRS1993001.sorted.bam	SRS1993150.sorted.bam	0.9007905290343555	1806547	34831	17699	0.9902028566098751	0.9807195716469043	0.8397607174200842
MAG03	SRS1993001.sorted.bam	SRS1993172.sorted.bam	0.8973655330685512	1823359	34772	7716	0.9957682496973992	0.980929701720835	0.847575657845806
MAG03	SRS1993002.sorted.bam	SRS1993058.sorted.bam	0.941613027611497	1937967	44015	9478	0.9951093078468313	0.9772880549565601	0.9008503837743763
MAG03	SRS1993002.sorted.bam	SRS1993062.sorted.bam	0.9467015030872677	1943033	28644	4127	0.9978760010766673	0.9852580990647096	0.9032052783851726
MAG03	SRS1993002.sorted.bam	SRS1993066.sorted.bam	0.8821948148952335	1796032	27231	11179	0.993775723372412	0.9848382434165983	0.8348728933315483
MAG03	SRS1993002.sorted.bam	SRS1993078.sorted.bam	0.9498073945985153	1955995	30473	4831	0.9975301572856782	0.9844207168218733	0.9092305732815684
MAG03	SRS1993002.sorted.bam	SRS1993092.sorted.bam	0.9328333185078266	1905157	17872	3049	0.998399606961526	0.9906191458236775	0.8855988851205617
MAG03	SRS1993002.sorted.bam	SRS1993106.sorted.bam	0.9475865478961502	1942198	21824	1962	0.9989898043350884	0.9887632465896886	0.9028171344846565
MAG03	SRS1993002.sorted.bam	SRS1993108.sorted.bam	0.9205328905546105	1900426	28601	8954	0.9952884248058067	0.9849502164251595	0.8833997129129665
MAG03	SRS1993002.sorted.bam	SRS1993116.sorted.bam	0.9600269782552219	1983638	31539	4383	0.9977904234542795	0.9841004255816838	0.9220802281821292
MAG03	SRS1993002.sorted.bam	SRS1993122.sorted.bam	0.9529172857269239	1979410	35929	5022	0.9974628803532366	0.9818486316629703	0.920114872000833
MAG03	SRS1993002.sorted.bam	SRS1993132.sorted.bam	0.9436018505564019	1958655	28627	3277	0.9983269131112932	0.9853843581437262	0.9104670556472846
MAG03	SRS1993002.sorted.bam	SRS1993134.sorted.bam	0.5117858570916504	1036749	59834	35175	0.9660718264497964	0.9422868987575584	0.4819255098397965
MAG03	SRS1993002.sorted.bam	SRS1993140.sorted.bam	0.8423367668592392	1714398	26867	4868	0.9971605193193179	0.9843286098093909	0.796925900307912
MAG03	SRS1993002.sorted.bam	SRS1993148.sorted.bam	0.6873089910235105	1356629	20843	5738	0.9957703985393206	0.984636182773625	0.6306194869620837
MAG03	SRS1993002.sorted.bam	SRS1993150.sorted.bam	0.9424874458311341	1942284	35782	7066	0.9963620150297279	0.9815773594386815	0.9028571109821947
MAG03	SRS1993002.sorted.bam	SRS1993172.sorted.bam	0.958239817319627	1982913	35114	2203	0.9988890082419148	0.9822917092177015	0.9217432170110224
MAG03	SRS1993058.sorted.bam	SRS1993062.sorted.bam	0.9480335315931903	1915303	47633	12573	0.9934355034164307	0.9751303057531889	0.890315182144079
MAG03	SRS1993058.sorted.bam	SRS1993066.sorted.bam	0.8911492757958357	1779537	43185	19410	0.9890926684862411	0.9757324517557094	0.8272053081351243
MAG03	SRS1993058.sorted.bam	SRS1993078.sorted.bam	0.942177507285339	1917864	49647	12424	0.9935219598469964	0.9741133886448674	0.8915056450533267
MAG03	SRS1993058.sorted.bam	SRS1993092.sorted.bam	0.9237306963106696	1865230	45050	21208	0.9886298204510972	0.9758474826160849	0.8670390988739644
MAG03	SRS1993058.sorted.bam	SRS1993106.sorted.bam	0.9461635047698523	1911310	47400	12486	0.9934673077627386	0.9752002553222658	0.8884590640665209
MAG03	SRS1993058.sorted.bam	SRS1993108.sorted.bam	0.9270998886639334	1877040	45234	16180	0.9913800451775135	0.9759014192558496	0.8725288946405462
MAG03	SRS1993058.sorted.bam	SRS1993116.sorted.bam	0.9457758332208435	1938213	49952	13367	0.9931034411594598	0.974227806747762	0.9009647351510554
MAG03	SRS1993058.sorted.bam	SRS1993122.sorted.bam	0.9476190909133498	1945092	52155	11848	0.9939087714102983	0.9731863582802253	0.9041623901111161
MAG03	SRS1993058.sorted.bam	SRS1993132.sorted.bam	0.9369690324875957	1921189	48078	9974	0.9948084233253469	0.9749748723316655	0.893051248010472
MAG03	SRS1993058.sorted.bam	SRS1993134.sorted.bam	0.5295326008869112	1036707	44664	5304	0.9948838003408871	0.9569174318298227	0.48190598643402205
MAG03	SRS1993058.sorted.bam	SRS1993140.sorted.bam	0.859585485129009	1707999	42237	12355	0.9927663892074878	0.9752710628050719	0.7939513699852738
MAG03	SRS1993058.sorted.bam	SRS1993148.sorted.bam	0.6966688772159628	1342507	31566	9917	0.9926130738983111	0.9764872734369355	0.6240549741919169
MAG03	SRS1993058.sorted.bam	SRS1993150.sorted.bam	0.9447403936685972	1916142	50750	14197	0.9925908413885819	0.9735144890096872	0.8907051854165737
MAG03	SRS1993058.sorted.bam	SRS1993172.sorted.bam	0.9457292126876289	1939075	51282	7894	0.9959289867591506	0.9735533695189716	0.9013654298124265
MAG03	SRS1993062.sorted.bam	SRS1993066.sorted.bam	0.903564216212103	1796102	32653	15694	0.9912621888957308	0.981820074806442	0.8349054323411724
MAG03	SRS1993062.sorted.bam	SRS1993078.sorted.bam	0.9439897085105591	1918865	34452	7128	0.9962853040729807	0.9820456363527398	0.8919709528909515
MAG03	SRS1993062.sorted.bam	SRS1993092.sorted.bam	0.9422316274455815	1886650	30097	14148	0.9925009938250338	0.9840473855776111	0.8769960358189418
MAG03	SRS1993062.sorted.bam	SRS1993106.sorted.bam	0.9474583902415693	1911953	33666	7642	0.9960030398236777	0.9823918265773269	0.888757958112068
MAG03	SRS1993062.sorted.bam	SRS1993108.sorted.bam	0.9300424155471224	1881686	34076	13924	0.9926002531772038	0.9818907086517091	0.8746885551935978
MAG03	SRS1993062.sorted.bam	SRS1993116.sorted.bam	0.951739311969836	1944282	36595	7489	0.9961481924947101	0.9811781418539081	0.9037858672854656
MAG03	SRS1993062.sorted.bam	SRS1993122.sorted.bam	0.9560274536870551	1953256	39508	6995	0.9964188001982331	0.9797732606478619	0.9079573683192765
MAG03	SRS1993062.sorted.bam	SRS1993132.sorted.bam	0.9490127580255151	1933943	33601	4432	0.9977083088798377	0.9826256513247805	0.8989798555639847
MAG03	SRS1993062.sorted.bam	SRS1993134.sorted.bam	0.5150006804021607	1021240	61448	38108	0.9626845795307665	0.939830010575379	0.4747162598360778
MAG03	SRS1993062.sorted.bam	SRS1993140.sorted.bam	0.8638278761346908	1712862	31745	7578	0.9955758257232632	0.9814666914205581	0.7962119014681601
MAG03	SRS1993062.sorted.bam	SRS1993148.sorted.bam	0.6934772017147253	1341270	23977	8055	0.9939944977521304	0.9821236589202771	0.6234799634075595
MAG03	SRS1993062.sorted.bam	SRS1993150.sorted.bam	0.948609572106311	1920138	39244	10211	0.9946821530535827	0.9795618856561351	0.8925626980231157
MAG03	SRS1993062.sorted.bam	SRS1993172.sorted.bam	0.952115071373247	1945440	39228	3254	0.9983273706719302	0.9798359240069084	0.9043241554732474
MAG03	SRS1993066.sorted.bam	SRS1993078.sorted.bam	0.8926338969797539	1789015	30294	12211	0.9931744563349105	0.9830666595864205	0.8316110900382286
MAG03	SRS1993066.sorted.bam	SRS1993092.sorted.bam	0.9054220295142758	1775144	30160	26129	0.9852806307544627	0.9830098290617549	0.8251632528597141
MAG03	SRS1993066.sorted.bam	SRS1993106.sorted.bam	0.9089020422319014	1795978	28171	5794	0.996773902575644	0.9843143958333566	0.8348477918098383
MAG03	SRS1993066.sorted.bam	SRS1993108.sorted.bam	0.9011994089427665	1777451	31229	21411	0.9879540983126961	0.9824304579985609	0.8262356456483259
MAG03	SRS1993066.sorted.bam	SRS1993116.sorted.bam	0.8981739664466114	1812636	13790	5933	0.9967268662875503	0.9923922949781423	0.842591146414387
MAG03	SRS1993066.sorted.bam	SRS1993122.sorted.bam	0.8931738797722334	1810559	29297	10664	0.9941101063262783	0.9838188095499788	0.8416256675145403
MAG03	SRS1993066.sorted.bam	SRS1993132.sorted.bam	0.9004185539215513	1807326	32098	9529	0.9947275699016116	0.9822400607306042	0.8401228301129011
MAG03	SRS1993066.sorted.bam	SRS1993134.sorted.bam	0.4719491101884619	917000	54869	38652	0.9578495092693566	0.940164667393675	0.4262610260758326
MAG03	SRS1993066.sorted.bam	SRS1993140.sorted.bam	0.853635110639414	1632867	31172	15192	0.990696119157286	0.9809096515515349	0.7590267861127226
MAG03	SRS1993066.sorted.bam	SRS1993148.sorted.bam	0.7112890137135023	1305627	17897	9657	0.9926035536948914	0.9862924097004734	0.6069115645499576
MAG03	SRS1993066.sorted.bam	SRS1993150.sorted.bam	0.9078884788109015	1802053	33036	14946	0.9917061262904032	0.9816675758149178	0.8376717130022163
MAG03	SRS1993066.sorted.bam	SRS1993172.sorted.bam	0.8943591723422388	1808222	29878	6151	0.9965983159147495	0.9834765863926	0.8405393294360897
MAG03	SRS1993078.sorted.bam	SRS1993092.sorted.bam	0.9166858476751867	1865774	32631	15623	0.9916265314019812	0.9825107435305669	0.8672919734630431
