#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
ERR675519_2797	8.4952	6256	0.4656	99.8721	6248	318	318	0.4599	8	3.08
ERR675519_2798	7.5056	6252	0.4421	99.6001	6227	280	280	0.4480	7	3.49
ERR675519_2799	18.2524	6249	0.5316	100.0000	6249	697	697	0.5365	18	7.20
ERR675519_2800	13.5366	6249	0.3088	98.9918	6186	501	501	0.3245	12	7.99
ERR675519_2801	9.6850	6248	0.3809	99.4558	6214	360	360	0.3908	9	4.12
ERR675519_2802	9.3227	6247	0.4878	98.4793	6152	352	352	0.4935	10	4.63
ERR675519_2803	12.5825	6246	0.5262	99.4717	6213	486	486	0.5350	12	5.02
ERR675519_2804	7.9483	6242	0.4752	99.8398	6232	299	299	0.4773	8	3.32
ERR675519_2805	15.9873	6238	0.5476	100.0000	6238	613	613	0.5460	15	6.83
ERR675519_2806	17.0366	6234	0.4658	100.0000	6234	632	632	0.4607	16	8.08
ERR675519_2807	14.2628	6233	0.5771	99.9198	6228	543	543	0.5738	14	5.07
ERR675519_2808	13.4816	6229	0.5345	98.3946	6129	503	503	0.5270	13	6.30
ERR675519_2809	17.7493	6227	0.4798	99.9358	6223	667	667	0.4743	18	7.57
ERR675519_2810	8.7177	6227	0.5256	98.1371	6111	333	333	0.5167	8	5.68
ERR675519_2811	10.5387	6226	0.6155	99.0042	6164	408	408	0.6092	10	4.93
ERR675519_2812	12.6460	6224	0.3220	99.6787	6204	467	467	0.3411	10	7.57
ERR675519_2813	36.9786	6222	0.5074	100.0000	6222	1394	1394	0.5129	37	13.22
ERR675519_2814	9.6149	6221	0.5220	99.7428	6205	364	364	0.5173	9	4.21
ERR675519_2815	13.0569	6218	0.5230	100.0000	6218	492	492	0.5388	9	10.38
ERR675519_2816	14.8593	6218	0.4760	99.6944	6199	557	557	0.4895	13	7.83
ERR675519_2817	9.9833	6218	0.6375	99.2763	6173	390	390	0.6244	9	4.74
ERR675519_2818	8.1666	6217	0.2997	97.4425	6058	300	300	0.3118	8	4.33
ERR675519_2819	11.1950	6215	0.5531	98.4071	6116	429	429	0.5625	9	7.14
ERR675519_2820	10.0851	6213	0.5923	100.0000	6213	385	385	0.5898	10	4.42
ERR675519_2821	20.5232	6212	0.5584	100.0000	6212	783	783	0.5753	19	8.86
ERR675519_2822	8.9961	6210	0.3995	99.6296	6187	332	332	0.4058	9	3.76
ERR675519_2823	11.0703	6203	0.5896	99.7582	6188	424	424	0.5835	11	4.03
ERR675519_2824	9.4303	6203	0.5310	99.8227	6192	358	358	0.5361	9	3.79
ERR675519_2825	13.4533	6201	0.4095	100.0000	6201	500	500	0.4251	12	7.23
ERR675519_2826	7.4746	6201	0.2733	99.4194	6165	274	274	0.2812	7	3.53
ERR675519_2827	13.4921	6200	0.2795	100.0000	6200	495	495	0.2968	12	6.76
ERR675519_2828	6.7626	6197	0.3197	99.6773	6177	248	248	0.3243	6	2.91
ERR675519_2829	64.0523	6196	0.4440	100.0000	6196	2390	2390	0.4492	65	17.35
ERR675519_2830	8.1777	6195	0.5680	99.9354	6191	309	309	0.5704	8	3.11
ERR675519_2831	15.1306	6194	0.4824	99.6448	6172	564	564	0.4859	15	5.83
ERR675519_2832	38.0351	6191	0.3949	100.0000	6191	1404	1404	0.4111	38	13.87
ERR675519_2833	9.5699	6191	0.2878	99.8385	6181	351	351	0.3035	9	4.83
ERR675519_2834	10.0942	6189	0.4477	99.7738	6175	375	375	0.4498	9	4.37
ERR675519_2835	6.7290	6189	0.5020	99.1760	6138	250	250	0.4914	7	3.06
ERR675519_2836	14.7020	6187	0.4532	99.3858	6149	544	544	0.4589	11	10.17
ERR675519_2837	81.7535	6186	0.4819	100.0000	6186	3048	3048	0.4835	83	19.12
ERR675519_2838	16.3386	6182	0.5812	99.9676	6180	634	634	0.5853	16	7.79
ERR675519_2839	124.9521	6181	0.5449	100.0000	6181	4743	4743	0.5444	130	27.26
ERR675519_2840	7.0684	6180	0.5430	99.8058	6168	267	267	0.5503	7	3.51
ERR675519_2841	11.2644	6179	0.5767	95.4685	5899	437	437	0.6101	8	10.90
ERR675519_2842	9.6967	6178	0.5104	99.9029	6172	365	365	0.5160	10	4.08
ERR675519_2843	27.4237	6176	0.5499	99.9514	6173	1011	1011	0.5801	28	12.59
ERR675519_2844	18.3365	6175	0.4943	100.0000	6175	683	683	0.4736	17	9.58
ERR675519_2845	26.9192	6173	0.5495	100.0000	6173	1001	1001	0.5184	16	25.26
ERR675519_2846	8.8668	6172	0.5531	99.1251	6118	336	336	0.5475	8	3.71
ERR675519_2847	13.3667	6171	0.5190	100.0000	6171	496	496	0.5247	13	5.83
ERR675519_2848	7.8376	6171	0.3516	100.0000	6171	286	286	0.3557	8	2.75
ERR675519_2849	11.8142	6169	0.2988	100.0000	6169	432	432	0.3041	11	4.99
ERR675519_2850	11.1999	6168	0.4681	100.0000	6168	417	417	0.4683	11	4.37
ERR675519_2851	10.0021	6168	0.5992	99.7244	6151	383	383	0.5920	10	4.62
ERR675519_2852	18.0063	6167	0.4739	100.0000	6167	660	660	0.4649	18	5.35
ERR675519_2853	12.2114	6167	0.5810	100.0000	6167	458	458	0.5837	12	5.38
ERR675519_2854	9.7546	6165	0.2968	99.1727	6114	355	355	0.3058	9	4.89
ERR675519_2855	8.6601	6164	0.5534	100.0000	6164	323	323	0.5495	9	3.51
ERR675519_2856	9.7757	6161	0.6221	99.6754	6141	377	377	0.6178	10	3.42
ERR675519_2857	14.9331	6159	0.5717	100.0000	6159	569	569	0.5738	15	6.58
ERR675519_2858	19.7855	6158	0.2852	98.6034	6072	720	720	0.2957	17	13.25
ERR675519_2859	10.5715	6158	0.5835	99.3342	6117	405	405	0.5773	10	4.23
ERR675519_2860	6.4977	6158	0.4756	99.4479	6124	242	242	0.4742	6	3.01
ERR675519_2861	11.0968	6157	0.4691	99.7889	6144	403	403	0.4814	10	5.24
ERR675519_2862	16.8733	6156	0.4446	100.0000	6156	623	623	0.4476	17	5.89
ERR675519_2863	24.2632	6155	0.5782	100.0000	6155	918	918	0.5376	13	31.75
ERR675519_2864	12.3035	6154	0.4359	98.0500	6034	456	456	0.4470	13	4.95
ERR675519_2865	9.8919	6154	0.5357	100.0000	6154	372	372	0.5315	10	4.26
ERR675519_2866	10.1296	6151	0.4864	99.2847	6107	375	375	0.4860	10	3.94
ERR675519_2867	8.3079	6151	0.4105	98.6506	6068	306	306	0.4119	8	3.23
ERR675519_2868	9.7358	6150	0.4393	100.0000	6150	359	359	0.4388	10	3.92
ERR675519_2869	10.3919	6149	0.5651	99.7561	6134	395	395	0.5651	10	4.36
ERR675519_2870	12.7850	6148	0.4623	100.0000	6148	474	474	0.4477	10	10.02
ERR675519_2871	14.2440	6148	0.4921	99.3982	6111	537	537	0.5029	13	6.98
ERR675519_2872	9.1612	6147	0.5087	100.0000	6147	342	342	0.5152	9	3.44
ERR675519_2873	14.8031	6146	0.5815	96.3228	5920	558	558	0.5265	13	8.90
ERR675519_2874	44.1483	6145	0.4233	100.0000	6145	1627	1627	0.4223	45	15.86
ERR675519_2875	9.4668	6144	0.3197	99.1048	6089	344	344	0.3240	9	4.12
ERR675519_2876	7.6405	6144	0.5671	99.9349	6140	287	287	0.5652	8	3.25
ERR675519_2877	6.4027	6141	0.4674	99.6906	6122	236	236	0.4656	6	2.64
ERR675519_2878	36.4135	6140	0.4000	100.0000	6140	1333	1333	0.4146	38	12.27
ERR675519_2879	9.3463	6136	0.3004	97.2621	5968	339	339	0.3106	9	4.43
ERR675519_2880	8.2989	6135	0.4605	99.1687	6084	306	306	0.4632	8	3.69
ERR675519_2881	15.4350	6134	0.5406	99.4783	6102	581	581	0.5381	14	8.28
ERR675519_2882	7.4936	6132	0.5069	99.1520	6080	281	281	0.5038	7	2.89
ERR675519_2883	6.1275	6131	0.4478	97.5208	5979	227	227	0.4496	6	2.70
ERR675519_2884	13.4824	6130	0.3013	100.0000	6130	490	490	0.3088	13	6.18
ERR675519_2885	30.6389	6129	0.6220	99.8042	6117	1165	1165	0.6127	25	21.68
ERR675519_2886	21.4441	6129	0.3961	100.0000	6129	790	790	0.4075	16	14.22
ERR675519_2887	10.8298	6127	0.4436	99.9347	6123	398	398	0.4422	11	4.71
ERR675519_2888	9.2329	6127	0.4539	99.8205	6116	337	337	0.4521	9	3.20
ERR675519_2889	11.4660	6124	0.6163	99.7387	6108	434	434	0.6130	11	4.36
ERR675519_2890	26.8011	6123	0.3211	100.0000	6123	976	976	0.3458	24	13.96
ERR675519_2891	7.2636	6123	0.4942	100.0000	6123	270	270	0.4977	7	2.99
ERR675519_2892	59.3547	6121	0.4751	100.0000	6121	2195	2195	0.4850	54	28.31
ERR675519_2893	5.8151	6121	0.4431	99.7386	6105	212	212	0.4435	6	2.51
ERR675519_2894	6.5043	6119	0.4805	98.1206	6004	241	241	0.4852	6	2.98
ERR675519_2895	5.1048	6117	0.3825	98.8883	6049	185	185	0.3863	5	2.22
ERR675519_2896	7.6033	6116	0.3647	99.9182	6111	276	276	0.3753	7	3.42
ERR675519_2897	7.4267	6115	0.5336	99.0352	6056	279	279	0.5313	7	3.20
ERR675519_2898	25.5439	6108	0.5070	100.0000	6108	928	928	0.5072	24	9.17
ERR675519_2899	5.8508	6101	0.4330	99.5902	6076	212	212	0.4347	6	2.86
ERR675519_2900	9.1071	6098	0.6017	97.4090	5940	347	347	0.5911	9	4.95
ERR675519_2901	7.7696	6094	0.3336	98.8349	6023	282	282	0.3533	7	3.95
ERR675519_2902	13.9744	6091	0.4866	99.9672	6089	520	520	0.4886	12	8.20
ERR675519_2903	5.1854	6091	0.4174	99.1299	6038	188	188	0.4229	5	2.40
ERR675519_2904	19.1241	6090	0.4654	100.0000	6090	702	702	0.4681	19	6.36
ERR675519_2905	9.3647	6090	0.5023	100.0000	6090	348	348	0.5062	9	3.51
ERR675519_2906	5.6486	6087	0.4746	99.2936	6044	206	206	0.4820	5	2.42
ERR675519_2907	21.9924	6085	0.4896	100.0000	6085	813	813	0.4949	20	9.96
ERR675519_2908	43.6860	6082	0.3400	100.0000	6082	1577	1577	0.3469	45	12.53
ERR675519_2909	8.9431	6082	0.4341	99.8356	6072	326	326	0.4431	8	4.43
ERR675519_2910	8.2764	6082	0.3408	99.3094	6040	299	299	0.3528	9	3.38
ERR675519_2911	13.8773	6078	0.4763	99.3254	6037	510	510	0.4839	13	6.77
ERR675519_2912	24.4340	6078	0.6192	99.7038	6060	934	934	0.6203	15	25.56
ERR675519_2913	12.8437	6077	0.3373	100.0000	6077	462	462	0.3472	13	5.42
ERR675519_2914	7.5935	6072	0.4380	98.8801	6004	274	274	0.4360	7	3.53
ERR675519_2915	7.8957	6071	0.4571	98.5011	5980	288	288	0.4579	8	3.64
ERR675519_2916	9.1303	6070	0.5979	98.2867	5966	344	344	0.5887	8	4.67
ERR675519_2917	6.6100	6070	0.4802	98.9292	6005	243	243	0.4931	7	3.18
ERR675519_2918	20.3394	6069	0.4724	100.0000	6069	735	735	0.4735	21	7.98
ERR675519_2919	10.3169	6068	0.5911	98.8464	5998	386	386	0.5891	10	4.57
ERR675519_2920	6.4776	6066	0.4452	97.8734	5937	236	236	0.4508	6	3.71
ERR675519_2921	17.0302	6064	0.4669	100.0000	6064	626	626	0.4624	16	6.45
ERR675519_2922	11.0036	6062	0.3763	100.0000	6062	396	396	0.3823	11	4.25
ERR675519_2923	15.7951	6062	0.4799	98.3834	5964	585	585	0.5118	14	8.71
ERR675519_2924	9.7306	6062	0.3136	99.3237	6021	349	349	0.3261	9	4.88
ERR675519_2925	9.7463	6059	0.5930	100.0000	6059	365	365	0.5876	10	4.04
ERR675519_2926	5.9823	6057	0.3987	99.2240	6010	215	215	0.3989	6	2.53
ERR675519_2927	12.9549	6053	0.6413	100.0000	6053	484	484	0.6384	12	6.34
ERR675519_2928	13.8082	6048	0.2993	99.4544	6015	494	494	0.3164	13	6.67
ERR675519_2929	14.6430	6047	0.3127	100.0000	6047	523	523	0.3191	13	7.05
ERR675519_2930	11.8101	6046	0.5195	98.7099	5968	435	435	0.5088	12	4.62
ERR675519_2931	9.3315	6045	0.3535	95.9140	5798	335	335	0.3779	9	5.94
ERR675519_2932	84.5419	6043	0.4402	100.0000	6043	2979	2979	0.4479	83	25.86
ERR675519_2933	38.3394	6043	0.5700	97.8653	5914	1436	1436	0.5660	37	18.31
ERR675519_2934	10.6026	6042	0.4596	99.7186	6025	388	388	0.4636	10	5.23
ERR675519_2935	19.4261	6041	0.3779	100.0000	6041	698	698	0.3971	20	9.01
ERR675519_2936	9.9545	6041	0.5163	99.8676	6033	367	367	0.5148	9	4.18
ERR675519_2937	19.0989	6039	0.5143	99.7019	6021	706	706	0.5126	20	5.85
ERR675519_2938	11.6345	6039	0.5022	99.5529	6012	422	422	0.5079	11	4.63
ERR675519_2939	8.2423	6039	0.3814	99.5198	6010	297	297	0.3872	8	3.67
ERR675519_2940	11.0436	6037	0.5320	97.5153	5887	411	411	0.5346	10	6.08
ERR675519_2941	10.7080	6034	0.5002	99.8508	6025	392	392	0.5007	10	4.43
ERR675519_2942	18.8991	6033	0.5220	99.8840	6026	695	695	0.5225	19	6.24
ERR675519_2943	9.6062	6033	0.4903	99.9834	6032	350	350	0.4918	10	3.66
ERR675519_2944	11.0668	6032	0.5305	100.0000	6032	407	407	0.5293	11	4.61
ERR675519_2945	9.1721	6030	0.4763	99.8507	6021	336	336	0.4776	9	3.77
ERR675519_2946	7.8223	6026	0.5423	99.7179	6009	286	286	0.5329	7	3.65
ERR675519_2947	7.5730	6024	0.4543	99.9004	6018	273	273	0.4497	7	3.14
ERR675519_2948	6.3325	6024	0.5015	100.0000	6024	231	231	0.5050	6	2.55
ERR675519_2949	10.2549	6023	0.4132	98.8876	5956	368	368	0.4153	10	4.77
ERR675519_2950	5.2017	6023	0.4398	99.7011	6005	186	186	0.4422	5	2.11
ERR675519_2951	8.2334	6020	0.3738	99.4684	5988	295	295	0.3766	8	3.27
ERR675519_2952	11.4828	6015	0.5505	99.7839	6002	418	418	0.5296	11	4.68
ERR675519_2953	7.8840	6015	0.3868	99.8670	6007	282	282	0.3926	8	3.11
ERR675519_2954	7.9648	6015	0.5707	99.2519	5970	293	293	0.5712	8	3.43
ERR675519_2955	16.5491	6014	0.4490	99.8836	6007	600	600	0.4505	17	7.10
ERR675519_2956	9.6248	6013	0.3895	99.9335	6009	346	346	0.3933	9	3.74
ERR675519_2957	13.6654	6008	0.5250	100.0000	6008	506	506	0.5257	13	5.86
ERR675519_2958	7.3767	6007	0.5199	99.4007	5971	266	266	0.5193	7	3.23
ERR675519_2959	16.4191	6004	0.5014	100.0000	6004	584	584	0.5036	17	6.00
ERR675519_2960	9.7698	6004	0.4211	100.0000	6004	351	351	0.4243	10	3.64
ERR675519_2961	8.4682	6004	0.3696	99.1672	5954	302	302	0.3699	8	3.69
ERR675519_2962	9.5606	6003	0.4974	99.7834	5990	346	346	0.5023	9	4.59
ERR675519_2963	30.7540	6001	0.5621	100.0000	6001	1136	1136	0.5619	30	10.00
ERR675519_2964	7.9723	6001	0.5244	100.0000	6001	290	290	0.5319	7	4.87
ERR675519_2965	5.8597	6001	0.4693	99.3001	5959	212	212	0.4713	6	2.43
ERR675519_2966	9.0207	5999	0.5565	99.2665	5955	332	332	0.5530	9	3.50
ERR675519_2967	33.7470	5995	0.3910	100.0000	5995	1204	1204	0.3961	34	8.36
ERR675519_2968	9.9466	5991	0.5091	99.6495	5970	359	359	0.5015	10	3.96
ERR675519_2969	9.1974	5989	0.2874	99.9332	5985	326	326	0.3038	9	4.60
ERR675519_2970	18.8527	5988	0.6677	100.0000	5988	725	725	0.6628	15	14.54
ERR675519_2971	8.3856	5986	0.2933	98.2626	5882	297	297	0.3042	8	3.92
ERR675519_2972	9.6089	5978	0.5769	98.5112	5889	358	358	0.5630	9	6.43
ERR675519_2973	6.8242	5978	0.4147	100.0000	5978	244	244	0.4234	7	3.01
ERR675519_2974	6.7735	5978	0.5178	99.6487	5957	245	245	0.5194	6	3.33
ERR675519_2975	11.2825	5976	0.3104	99.7825	5963	400	400	0.3212	11	5.46
ERR675519_2976	9.9024	5976	0.5519	99.2972	5934	365	365	0.5527	10	3.71
ERR675519_2977	13.0867	5975	0.5218	100.0000	5975	477	477	0.5033	13	5.52
ERR675519_2978	10.9660	5973	0.5058	99.9498	5970	398	398	0.5076	11	4.97
ERR675519_2979	5.9226	5972	0.5804	97.8567	5844	220	220	0.5780	6	2.56
ERR675519_2980	8.4260	5970	0.5044	99.7822	5957	304	304	0.4954	8	3.84
ERR675519_2981	56.1681	5968	0.5089	100.0000	5968	2021	2021	0.5043	57	12.27
ERR675519_2982	9.6251	5967	0.4353	99.6481	5946	345	345	0.4391	9	4.08
ERR675519_2983	8.9995	5965	0.5405	100.0000	5965	328	328	0.5360	9	3.76
ERR675519_2984	12.0312	5964	0.6068	99.9665	5962	447	447	0.6036	12	5.66
ERR675519_2985	5.9483	5963	0.4787	98.9603	5901	212	212	0.4799	5	2.98
ERR675519_2986	8.9126	5961	0.4087	99.4464	5928	316	316	0.4151	9	3.25
ERR675519_2987	9.3959	5961	0.4969	99.8826	5954	340	340	0.5036	9	3.63
ERR675519_2988	27.9988	5960	0.2953	99.4966	5930	986	986	0.3158	30	15.41
ERR675519_2989	22.0547	5960	0.4700	100.0000	5960	793	793	0.4778	22	9.21
ERR675519_2990	9.6616	5957	0.6245	98.1702	5848	359	359	0.6135	9	4.48
ERR675519_2991	8.8078	5957	0.5375	99.4460	5924	321	321	0.5353	8	4.82
ERR675519_2992	12.2199	5956	0.3103	99.9664	5954	430	430	0.3174	12	5.11
ERR675519_2993	12.3332	5955	0.6035	99.9832	5954	460	460	0.6087	11	5.51
ERR675519_2994	7.9656	5954	0.4647	99.2946	5912	287	287	0.4674	8	3.35
ERR675519_2995	5.8977	5954	0.4777	99.6977	5936	213	213	0.4827	6	2.48
ERR675519_2996	11.4008	5948	0.4591	100.0000	5948	411	411	0.4639	11	4.13
ERR675519_2997	10.6028	5946	0.5881	99.9495	5943	387	387	0.5828	10	4.61
ERR675519_2998	5.4787	5943	0.3573	98.6034	5860	193	193	0.3640	5	2.62
ERR675519_2999	10.7593	5941	0.5127	99.8317	5931	387	387	0.5172	11	4.09
ERR675519_3000	11.2760	5941	0.5630	99.9495	5938	413	413	0.5667	10	5.87
ERR675519_3001	15.2449	5936	0.4867	99.8315	5926	551	551	0.5022	15	6.11
ERR675519_3002	119.4982	5935	0.5114	100.0000	5935	4321	4321	0.5101	124	25.92
ERR675519_3003	37.9396	5931	0.4016	100.0000	5931	1342	1342	0.4157	39	14.36
ERR675519_3004	13.7198	5927	0.4282	100.0000	5927	488	488	0.4431	13	5.49
ERR675519_3005	10.7246	5923	0.4759	98.9870	5863	384	384	0.4634	11	5.05
ERR675519_3006	13.8082	5919	0.3063	97.3475	5762	484	484	0.3148	14	6.49
ERR675519_3007	14.2232	5918	0.4047	100.0000	5918	513	513	0.4774	10	10.96
ERR675519_3008	15.4545	5917	0.6082	97.8198	5788	575	575	0.6164	14	8.14
ERR675519_3009	8.8295	5911	0.4683	99.6109	5888	315	315	0.4692	9	3.33
ERR675519_3010	28.5582	5910	0.4579	100.0000	5910	1016	1016	0.4812	28	18.16
ERR675519_3011	6.1286	5910	0.4772	99.5093	5881	217	217	0.4769	6	2.51
ERR675519_3012	11.3771	5903	0.3734	99.8137	5892	401	401	0.3846	11	5.73
ERR675519_3013	11.9049	5902	0.3009	97.8143	5773	417	417	0.3281	12	6.91
ERR675519_3014	7.4968	5900	0.4295	100.0000	5900	265	265	0.4346	7	2.69
ERR675519_3015	7.3885	5900	0.5898	99.7627	5886	266	266	0.5935	7	3.17
ERR675519_3016	6.7384	5894	0.3295	98.7106	5818	235	235	0.3352	7	2.92
ERR675519_3017	9.7319	5893	0.4785	99.3891	5857	347	347	0.4747	10	3.86
ERR675519_3018	14.1438	5891	0.4746	99.7454	5876	505	505	0.4788	14	5.84
ERR675519_3019	13.3752	5890	0.2885	100.0000	5890	481	481	0.3329	11	18.01
ERR675519_3020	13.5579	5888	0.5982	99.0999	5835	505	505	0.6026	13	7.23
ERR675519_3021	9.7132	5885	0.5235	99.5412	5858	343	343	0.5068	8	5.75
ERR675519_3022	15.3963	5884	0.4225	99.8810	5877	541	541	0.4147	16	5.36
ERR675519_3023	8.3882	5884	0.4866	98.2835	5783	297	297	0.4849	8	3.95
ERR675519_3024	9.3558	5880	0.5548	100.0000	5880	336	336	0.5557	9	3.04
ERR675519_3025	39.9146	5879	0.4167	100.0000	5879	1369	1369	0.4199	40	12.87
ERR675519_3026	11.4010	5870	0.4658	100.0000	5870	402	402	0.4689	12	4.39
ERR675519_3027	66.0513	5869	0.4088	100.0000	5869	2314	2314	0.4069	67	20.57
ERR675519_3028	17.6601	5867	0.4795	99.1819	5819	624	624	0.4890	18	8.51
ERR675519_3029	12.2796	5866	0.4691	99.8125	5855	415	415	0.4714	12	4.64
ERR675519_3030	10.2455	5865	0.4697	98.9258	5802	360	360	0.4708	10	4.23
ERR675519_3031	8.6346	5865	0.4706	100.0000	5865	304	304	0.4699	8	3.62
ERR675519_3032	14.1709	5862	0.3163	99.4712	5831	492	492	0.3198	15	5.15
ERR675519_3033	18.3867	5862	0.6114	99.3859	5826	674	674	0.6171	17	9.33
ERR675519_3034	15.8013	5859	0.5530	99.5050	5830	564	564	0.5407	16	6.84
ERR675519_3035	11.2702	5858	0.4607	99.9659	5856	401	401	0.4663	11	4.82
ERR675519_3036	7.6470	5856	0.3827	98.2070	5751	266	266	0.3898	8	3.43
ERR675519_3037	8.2809	5856	0.5222	100.0000	5856	294	294	0.5357	8	4.45
ERR675519_3038	9.0512	5855	0.5701	99.7609	5841	325	325	0.5608	9	3.84
ERR675519_3039	7.6598	5853	0.4345	100.0000	5853	268	268	0.4384	8	2.85
ERR675519_3040	19.8320	5851	0.6098	100.0000	5851	718	718	0.6003	19	8.76
ERR675519_3041	9.6366	5848	0.5344	99.9829	5847	346	346	0.5303	9	4.15
ERR675519_3042	10.0366	5843	0.5040	100.0000	5843	358	358	0.5103	9	4.42
ERR675519_3043	10.7516	5841	0.4689	100.0000	5841	381	381	0.4721	11	4.16
ERR675519_3044	15.8288	5840	0.6106	99.2979	5799	580	580	0.6167	15	7.25
ERR675519_3045	32.3280	5839	0.3929	100.0000	5839	1120	1120	0.3990	33	8.97
ERR675519_3046	16.7158	5837	0.6118	100.0000	5837	604	604	0.6248	14	9.90
ERR675519_3047	7.8367	5836	0.4224	100.0000	5836	274	274	0.4174	7	3.72
ERR675519_3048	7.3906	5835	0.3955	99.0746	5781	258	258	0.4003	7	3.25
ERR675519_3049	12.4080	5833	0.3085	98.6971	5757	428	428	0.3217	12	5.88
ERR675519_3050	7.7192	5833	0.4593	99.8800	5826	270	270	0.4646	7	2.50
ERR675519_3051	5.6244	5830	0.4384	99.3825	5794	197	197	0.4362	5	2.69
ERR675519_3052	7.7162	5822	0.4543	99.1068	5770	268	268	0.4517	7	3.45
ERR675519_3053	10.6659	5821	0.4953	100.0000	5821	377	377	0.4907	10	3.79
ERR675519_3054	9.4429	5821	0.5968	99.2098	5775	340	340	0.5908	9	4.30
ERR675519_3055	27.2862	5818	0.4792	100.0000	5818	962	962	0.4807	24	13.42
ERR675519_3056	7.2028	5818	0.4978	98.7453	5745	254	254	0.5000	7	3.23
ERR675519_3057	19.5708	5815	0.5758	100.0000	5815	708	708	0.5806	19	6.78
ERR675519_3058	7.7559	5814	0.4804	98.8132	5745	272	272	0.4793	7	3.41
ERR675519_3059	9.4846	5813	0.3533	99.5871	5789	326	326	0.3514	9	4.30
ERR675519_3060	101.1157	5810	0.4308	100.0000	5810	3499	3499	0.4437	108	30.51
ERR675519_3061	7.0432	5810	0.6521	96.8503	5627	255	255	0.6438	7	3.83
ERR675519_3062	687.2131	5805	0.5147	100.0000	5805	24357	24357	0.5231	685	251.50
ERR675519_3063	93.2572	5805	0.5304	100.0000	5805	3312	3312	0.5343	92	32.28
ERR675519_3064	6.4031	5805	0.3829	99.7761	5792	221	221	0.3958	6	3.12
ERR675519_3065	7.5318	5803	0.4720	99.8966	5797	266	266	0.4689	7	3.12
ERR675519_3066	11.6753	5802	0.3526	100.0000	5802	401	401	0.3596	12	4.20
ERR675519_3067	10.4276	5802	0.5746	100.0000	5802	371	371	0.5732	11	4.36
ERR675519_3068	9.3234	5801	0.5046	100.0000	5801	327	327	0.5047	9	3.56
ERR675519_3069	10.2996	5798	0.3988	100.0000	5798	356	356	0.4034	10	3.65
ERR675519_3070	7.8424	5794	0.4639	99.9655	5792	274	274	0.4564	8	3.09
ERR675519_3071	11.1940	5793	0.4393	98.6190	5713	388	388	0.4460	11	4.88
ERR675519_3072	10.6117	5792	0.4862	98.9814	5733	368	368	0.4835	11	3.93
ERR675519_3073	19.8357	5781	0.3024	99.4811	5751	679	679	0.3183	21	9.36
ERR675519_3074	5.9924	5780	0.4217	98.4602	5691	207	207	0.4307	6	2.55
ERR675519_3075	34.4026	5778	0.5095	98.2693	5678	1214	1214	0.5160	34	18.09
ERR675519_3076	15.9086	5778	0.5912	100.0000	5778	571	571	0.6070	15	7.20
ERR675519_3077	27.4935	5777	0.4430	100.0000	5777	956	956	0.4729	28	14.12
ERR675519_3078	12.8690	5777	0.4970	99.8096	5766	451	451	0.4979	13	4.77
ERR675519_3079	7.6055	5777	0.5349	99.5846	5753	268	268	0.5276	8	3.52
ERR675519_3080	24.4535	5773	0.5858	100.0000	5773	875	875	0.5942	22	12.79
ERR675519_3081	7.1871	5772	0.4125	99.9307	5768	247	247	0.4142	7	2.99
ERR675519_3082	14.1008	5771	0.6316	100.0000	5771	512	512	0.6237	14	5.39
ERR675519_3083	8.1485	5770	0.5005	98.8215	5702	284	284	0.4978	8	3.27
ERR675519_3084	9.1737	5769	0.4297	100.0000	5769	319	319	0.4290	8	5.28
ERR675519_3085	9.4828	5769	0.4165	98.9253	5707	328	328	0.4334	9	4.94
ERR675519_3086	92.8013	5767	0.5320	100.0000	5767	3261	3261	0.5285	90	28.29
ERR675519_3087	6.7438	5766	0.4567	98.9594	5706	232	232	0.4575	7	2.94
ERR675519_3088	8.2578	5765	0.5117	100.0000	5765	292	292	0.5173	8	3.28
ERR675519_3089	8.9533	5763	0.4610	99.8959	5757	312	312	0.4788	8	4.75
ERR675519_3090	128.6546	5761	0.5222	100.0000	5761	4460	4460	0.5203	132	34.92
ERR675519_3091	9.0689	5759	0.6256	99.9305	5755	324	324	0.6199	9	4.06
ERR675519_3092	63.5591	5757	0.4370	100.0000	5757	2208	2208	0.4356	64	17.39
ERR675519_3093	40.8612	5757	0.3700	100.0000	5757	1394	1394	0.3691	40	12.18
ERR675519_3094	11.0040	5757	0.3306	96.4217	5551	375	375	0.3418	11	6.57
ERR675519_3095	8.6671	5756	0.5181	98.3843	5663	305	305	0.5169	8	3.76
ERR675519_3096	564.7107	5755	0.5385	100.0000	5755	19631	19631	0.5335	607	155.13
ERR675519_3097	8.5887	5755	0.5977	99.5830	5731	300	300	0.5899	8	4.38
ERR675519_3098	15.6511	5752	0.6271	99.8783	5745	561	561	0.5967	11	12.10
ERR675519_3099	7.0452	5752	0.4332	99.3915	5717	244	244	0.4390	7	2.80
ERR675519_3100	9.7047	5751	0.4057	100.0000	5751	335	335	0.4200	10	4.34
ERR675519_3101	160.0150	5750	0.4550	100.0000	5750	5522	5522	0.4515	166	44.76
ERR675519_3102	8.8254	5750	0.4654	99.8783	5743	306	306	0.4714	9	3.19
ERR675519_3103	5.2580	5749	0.4223	96.9908	5576	181	181	0.4232	5	2.48
ERR675519_3104	31.3304	5748	0.6049	100.0000	5748	1124	1124	0.6054	25	24.29
