#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
SRS1992958_689	160.2616	5454	0.5143	100.0000	5454	3599	3440	0.5099	150	40.83
SRS1992958_690	11.1058	5454	0.4017	100.0000	5454	245	244	0.4067	10	4.34
SRS1992958_691	9.6353	5448	0.4114	97.4486	5309	222	217	0.4130	10	3.74
SRS1992958_692	12.8531	5439	0.5752	100.0000	5439	289	274	0.5688	13	4.33
SRS1992958_693	8.8621	5394	0.3813	99.6663	5376	197	190	0.3868	8	3.33
SRS1992958_694	17.4207	5381	0.5250	99.8142	5371	377	391	0.5062	14	12.73
SRS1992958_695	191.5744	5378	0.5536	100.0000	5378	4481	3806	0.5522	149	155.20
SRS1992958_696	10.2056	5355	0.3979	100.0000	5355	230	218	0.3959	10	2.98
SRS1992958_697	14.3827	5352	0.3942	100.0000	5352	322	308	0.4032	14	5.44
SRS1992958_698	316.1572	5343	0.5083	98.4653	5261	7248	7173	0.5079	299	113.26
SRS1992958_699	846.2674	5330	0.4746	100.0000	5330	23605	25330	0.5351	53	3147.14
SRS1992958_700	16.0520	5303	0.4980	100.0000	5303	340	346	0.4937	15	4.69
SRS1992958_701	7.8968	5281	0.3879	99.6970	5265	168	176	0.3856	8	2.92
SRS1992958_702	8.7072	5250	0.4227	99.8095	5240	188	183	0.4207	9	3.01
SRS1992958_703	10.1652	5231	0.3951	100.0000	5231	223	206	0.3938	10	3.67
SRS1992958_704	118.9941	5213	0.4972	100.0000	5213	2495	2513	0.4932	120	23.44
SRS1992958_705	8.6669	5203	0.3909	100.0000	5203	182	188	0.3932	9	2.55
SRS1992958_706	38.4528	5199	0.3399	100.0000	5199	798	810	0.3470	40	12.07
SRS1992958_707	142.8682	5174	0.5323	100.0000	5174	2992	2963	0.5256	141	32.26
SRS1992958_708	117.1029	5172	0.4921	100.0000	5172	2471	2380	0.4867	120	24.07
SRS1992958_709	10.2751	5166	0.4100	100.0000	5166	226	209	0.4121	10	3.52
SRS1992958_710	11.1284	5164	0.4040	100.0000	5164	235	229	0.4023	11	4.37
SRS1992958_711	10.9836	5131	0.3565	99.8051	5121	225	238	0.3570	11	4.56
SRS1992958_712	9.7351	5131	0.5645	100.0000	5131	206	196	0.5584	10	3.50
SRS1992958_713	41.3630	5127	0.3690	100.0000	5127	854	849	0.3794	42	13.05
SRS1992958_714	9.8877	5127	0.3975	100.0000	5127	210	206	0.4012	10	3.70
SRS1992958_715	9.4043	5115	0.3787	100.0000	5115	199	190	0.3774	9	3.32
SRS1992958_716	755.2807	5112	0.4489	99.9609	5110	15502	15506	0.4613	676	372.73
SRS1992958_717	10.0312	5104	0.3746	99.8041	5094	208	207	0.3764	10	3.71
SRS1992958_718	158.5855	5100	0.4943	100.0000	5100	3242	3255	0.4923	159	30.78
SRS1992958_719	9.6002	5095	0.3990	100.0000	5095	201	197	0.3981	9	3.93
SRS1992958_720	27.9630	5087	0.4236	100.0000	5087	573	568	0.4230	28	7.81
SRS1992958_721	188.4201	5085	0.3794	100.0000	5085	3759	3940	0.3821	190	43.51
SRS1992958_722	7.3823	5080	0.6099	100.0000	5080	151	155	0.6042	7	2.79
SRS1992958_723	317.3052	5062	0.5200	100.0000	5062	6512	6419	0.5125	318	71.25
SRS1992958_724	11.4043	5051	0.5027	99.8812	5045	238	233	0.5004	12	3.55
SRS1992958_725	318.7201	5037	0.5293	100.0000	5037	6373	6563	0.5227	329	75.17
SRS1992958_726	8.9956	5033	0.3691	100.0000	5033	181	190	0.3673	9	3.08
SRS1992958_727	9.1601	5016	0.3623	99.8006	5006	192	180	0.3710	9	3.87
SRS1992958_728	9.4701	5001	0.3912	98.0404	4903	188	201	0.3925	9	4.22
SRS1992958_729	13.5168	4994	0.4117	99.9199	4990	286	262	0.4154	14	5.17
SRS1992958_730	8.3583	4976	0.5870	99.8995	4971	171	164	0.5831	8	2.74
SRS1992958_731	7.8557	4976	0.6027	99.3569	4944	157	165	0.6029	8	2.83
SRS1992958_732	32.7039	4971	0.3555	100.0000	4971	673	656	0.3642	30	14.40
SRS1992958_733	12.0451	4964	0.4210	100.0000	4964	237	262	0.4224	11	4.32
SRS1992958_734	319.2663	4930	0.5525	100.0000	4930	6310	6439	0.5468	322	71.50
SRS1992958_735	11.8292	4930	0.4156	100.0000	4930	229	247	0.4209	11	4.29
SRS1992958_736	12.8033	4921	0.4873	100.0000	4921	262	247	0.4816	13	3.61
SRS1992958_737	10.2677	4913	0.3983	100.0000	4913	205	204	0.3984	10	3.09
SRS1992958_738	156.5690	4893	0.5308	100.0000	4893	3019	3148	0.5248	159	33.80
SRS1992958_739	21.8516	4878	0.4024	99.7950	4868	438	424	0.4484	24	13.71
SRS1992958_740	8.7354	4864	0.4019	99.7944	4854	177	170	0.3976	8	3.53
SRS1992958_741	103.5220	4858	0.4156	100.0000	4858	2026	2034	0.4151	102	17.98
SRS1992958_742	10.2028	4858	0.4103	100.0000	4858	203	193	0.4088	10	3.78
SRS1992958_743	10.2942	4834	0.4009	99.9173	4830	204	199	0.4005	10	2.90
SRS1992958_744	1237.0050	4833	0.5160	100.0000	4833	23956	24255	0.4905	1190	341.89
SRS1992958_745	8.0282	4828	0.5485	95.6504	4618	161	160	0.5455	8	3.21
SRS1992958_746	316.0614	4822	0.5033	100.0000	4822	6218	6027	0.4990	329	86.51
SRS1992958_747	119.3967	4817	0.5153	100.0000	4817	2379	2249	0.5126	121	24.70
SRS1992958_748	41.6334	4806	0.3678	98.0857	4714	1244	1285	0.3689	32	45.16
SRS1992958_749	89.6442	4792	0.4245	100.0000	4792	1703	1815	0.4073	58	91.10
SRS1992958_750	9.7848	4792	0.3896	100.0000	4792	189	196	0.3911	10	3.29
SRS1992958_751	7.5577	4791	0.5758	100.0000	4791	143	147	0.5718	8	2.52
SRS1992958_752	132.9453	4786	0.4868	100.0000	4786	2530	2612	0.4816	131	29.99
SRS1992958_753	8.5207	4784	0.3677	97.5125	4665	165	168	0.3696	8	4.23
SRS1992958_754	13.9736	4776	0.5412	99.7906	4766	279	263	0.5375	14	5.15
SRS1992958_755	11.2891	4745	0.4953	100.0000	4745	219	214	0.4942	11	2.79
SRS1992958_756	13.5115	4716	0.5267	99.9364	4713	371	215	0.4995	10	15.53
SRS1992958_757	32.9082	4715	0.4250	100.0000	4715	626	636	0.4297	32	8.62
SRS1992958_758	392.3577	4708	0.4034	100.0000	4708	8061	7867	0.4062	343	189.38
SRS1992958_759	11.4773	4704	0.4517	100.0000	4704	218	218	0.4460	11	3.47
SRS1992958_760	15.3708	4687	0.5359	100.0000	4687	318	296	0.5277	9	17.73
SRS1992958_761	124.7330	4686	0.4947	100.0000	4686	2390	2331	0.4900	125	26.16
SRS1992958_762	62.2319	4666	0.4415	100.0000	4666	2566	2706	0.4361	26	371.95
SRS1992958_763	8.4981	4658	0.3982	99.7853	4648	160	159	0.3965	8	2.94
SRS1992958_764	9.1600	4655	0.3914	99.9141	4651	175	176	0.3923	9	3.51
SRS1992958_765	8.2722	4655	0.3801	100.0000	4655	162	156	0.3795	8	3.07
SRS1992958_766	137.3341	4649	0.5186	100.0000	4649	2546	2580	0.5140	138	26.62
SRS1992958_767	163.0713	4643	0.5337	100.0000	4643	3106	2972	0.5273	154	35.00
SRS1992958_768	8.6847	4640	0.5102	99.7845	4630	167	157	0.5092	8	3.00
SRS1992958_769	8.6767	4621	0.3751	99.7836	4611	165	159	0.3724	9	3.38
SRS1992958_770	9.8901	4614	0.5314	99.2631	4580	189	180	0.5254	9	3.67
SRS1992958_771	19.7840	4611	0.5775	100.0000	4611	367	372	0.5747	20	5.55
SRS1992958_772	228.8616	4594	0.5089	100.0000	4594	4291	4155	0.5047	238	43.50
SRS1992958_773	8.1281	4583	0.3986	98.3635	4508	151	154	0.3971	8	3.26
SRS1992958_774	14.7027	4582	0.6170	100.0000	4582	271	279	0.6045	15	4.64
SRS1992958_775	355.6642	4562	0.5153	100.0000	4562	6553	6669	0.5049	357	70.69
SRS1992958_776	9.6965	4560	0.4018	99.9781	4559	179	179	0.4030	9	3.64
SRS1992958_777	9.8076	4559	0.4261	99.5613	4539	183	185	0.4267	10	3.55
SRS1992958_778	11.3676	4557	0.4418	100.0000	4557	221	212	0.4457	11	4.06
SRS1992958_779	8.4554	4550	0.4693	99.5165	4528	154	156	0.4691	8	2.71
SRS1992958_780	195.3588	4548	0.4536	100.0000	4548	3586	3577	0.4516	193	28.23
SRS1992958_781	6.7672	4544	0.5366	99.9340	4541	131	128	0.5371	7	2.00
SRS1992958_782	9.8887	4539	0.4296	99.7797	4529	184	179	0.4279	10	3.33
SRS1992958_783	9.5961	4526	0.4956	100.0000	4526	173	175	0.4921	9	3.31
SRS1992958_784	634.9142	4522	0.5130	100.0000	4522	10960	12575	0.5093	466	379.53
SRS1992958_785	7.6908	4522	0.5995	100.0000	4522	141	139	0.5926	7	2.68
SRS1992958_786	10.0955	4512	0.4373	100.0000	4512	189	190	0.4316	9	3.43
SRS1992958_787	6.3100	4484	0.4316	97.5914	4376	117	114	0.4349	6	2.20
SRS1992958_788	6.9102	4479	0.3777	98.1692	4397	123	128	0.3770	7	2.80
SRS1992958_789	35.2425	4474	0.4256	100.0000	4474	634	644	0.4258	34	9.92
SRS1992958_790	8.6305	4465	0.3876	100.0000	4465	156	154	0.3903	9	2.82
SRS1992958_791	10.3959	4463	0.4293	100.0000	4463	189	186	0.4287	10	2.86
SRS1992958_792	542.1447	4459	0.5239	100.0000	4459	9857	9852	0.5195	538	152.25
SRS1992958_793	9.1493	4448	0.4103	99.6853	4434	166	165	0.4105	8	3.52
SRS1992958_794	10.9528	4446	0.4831	99.7751	4436	206	192	0.4645	10	4.23
SRS1992958_795	10.1658	4445	0.4117	100.0000	4445	181	182	0.4083	10	3.25
SRS1992958_796	8.5232	4436	0.5210	100.0000	4436	154	151	0.5156	8	2.91
SRS1992958_797	152.4052	4435	0.5154	100.0000	4435	2724	2707	0.5156	154	28.08
SRS1992958_798	7.7567	4411	0.3442	95.8966	4230	141	137	0.3484	7	4.11
SRS1992958_799	10.4127	4408	0.3868	100.0000	4408	180	188	0.3871	10	3.68
SRS1992958_800	10.2063	4396	0.4090	100.0000	4396	178	187	0.4056	10	3.82
SRS1992958_801	8.4497	4392	0.3893	100.0000	4392	147	154	0.3899	8	3.09
SRS1992958_802	8.4040	4369	0.3642	99.7711	4359	147	150	0.3675	8	3.22
SRS1992958_803	8.0996	4358	0.5918	96.0991	4188	151	143	0.5879	8	3.72
SRS1992958_804	7.9562	4356	0.5580	99.7475	4345	151	138	0.5559	8	2.67
SRS1992958_805	8.3925	4352	0.5948	98.0469	4267	147	150	0.5897	8	3.15
SRS1992958_806	39.2521	4351	0.4440	100.0000	4351	697	713	0.4451	35	17.38
SRS1992958_807	10.5078	4350	0.5565	96.0460	4178	201	193	0.5571	11	4.66
SRS1992958_808	71.2259	4347	0.4125	99.7930	4338	1310	1251	0.4233	65	41.41
SRS1992958_809	11.6438	4346	0.3962	100.0000	4346	192	216	0.3965	12	3.73
SRS1992958_810	150.1787	4343	0.5146	100.0000	4343	2614	2636	0.5076	153	39.04
SRS1992958_811	7.6477	4337	0.5367	99.0316	4295	146	132	0.5331	8	2.40
SRS1992958_812	9.2321	4322	0.5484	100.0000	4322	170	152	0.5455	9	2.91
SRS1992958_813	10.0335	4322	0.4093	100.0000	4322	175	176	0.4104	10	3.38
SRS1992958_814	12.6304	4321	0.4455	100.0000	4321	213	242	0.4424	11	7.69
SRS1992958_815	8.2428	4320	0.5616	99.7685	4310	144	146	0.5584	8	2.62
SRS1992958_816	7.3648	4317	0.3484	99.7684	4307	130	127	0.3493	7	2.83
SRS1992958_817	129.8027	4313	0.5022	100.0000	4313	2251	2246	0.5021	131	25.00
SRS1992958_818	7.9374	4313	0.4560	100.0000	4313	132	143	0.4512	8	2.73
SRS1992958_819	3069.9368	4307	0.5050	100.0000	4307	54361	54981	0.5045	3097	486.98
SRS1992958_820	7.2135	4295	0.5776	95.4831	4101	128	123	0.5737	7	2.80
SRS1992958_821	12.2972	4286	0.5758	100.0000	4286	218	207	0.5710	13	3.96
SRS1992958_822	8.5661	4277	0.5854	100.0000	4277	144	157	0.5796	8	2.74
SRS1992958_823	10.5659	4273	0.4126	100.0000	4273	188	176	0.4170	10	3.29
SRS1992958_824	16.2252	4268	0.5346	99.9531	4266	290	278	0.5345	15	6.65
SRS1992958_825	9.2548	4262	0.4038	100.0000	4262	165	155	0.4015	9	3.08
SRS1992958_826	8.9277	4258	0.5857	100.0000	4258	152	153	0.5790	9	3.10
SRS1992958_827	10.2382	4249	0.3456	100.0000	4249	175	174	0.3476	10	3.68
SRS1992958_828	7.5387	4249	0.5601	94.9165	4033	127	131	0.5554	8	3.25
SRS1992958_829	8.7829	4242	0.3842	99.7643	4232	155	146	0.3809	8	3.22
SRS1992958_830	8.7312	4241	0.3841	99.5048	4220	145	153	0.3875	9	2.55
SRS1992958_831	17.0083	4240	0.4092	99.8821	4235	290	304	0.3990	12	10.81
SRS1992958_832	7.8185	4220	0.3598	98.5545	4159	134	135	0.3591	8	2.80
SRS1992958_833	11.5802	4216	0.4145	99.8102	4208	209	194	0.4177	12	3.93
SRS1992958_834	149.3598	4213	0.5286	100.0000	4213	2524	2537	0.5243	149	29.24
SRS1992958_835	11.9490	4212	0.5830	97.0323	4087	206	215	0.5757	12	5.55
SRS1992958_836	10.6913	4208	0.4109	98.6692	4152	188	186	0.4120	11	4.53
SRS1992958_837	5.9983	4203	0.4273	94.9322	3990	103	104	0.4277	6	2.54
SRS1992958_838	9.0522	4199	0.3810	100.0000	4199	150	154	0.3791	9	2.87
SRS1992958_839	32.3559	4189	0.4798	100.0000	4189	537	553	0.4812	32	7.46
SRS1992958_840	8.4853	4189	0.4018	98.6870	4134	141	147	0.4004	8	3.03
SRS1992958_841	401.0249	4175	0.6232	100.0000	4175	6976	6868	0.6120	391	106.74
SRS1992958_842	7.3131	4174	0.3350	99.7604	4164	124	122	0.3365	7	2.43
SRS1992958_843	8.5041	4168	0.4029	99.6401	4153	148	142	0.4021	8	3.30
SRS1992958_844	8.5678	4167	0.3873	99.7600	4157	136	151	0.3914	8	3.08
SRS1992958_845	9.1846	4166	0.3912	100.0000	4166	159	152	0.3929	9	2.83
SRS1992958_846	8.8269	4165	0.3785	100.0000	4165	149	152	0.3821	9	3.11
SRS1992958_847	10.5207	4162	0.3844	99.7597	4152	190	184	0.3925	10	5.34
SRS1992958_848	9.5714	4162	0.3944	95.9154	3992	162	161	0.3897	10	3.89
SRS1992958_849	9.0691	4155	0.4414	100.0000	4155	150	155	0.4407	9	3.03
SRS1992958_850	121.6010	4133	0.4275	100.0000	4133	2086	2026	0.4249	117	24.89
SRS1992958_851	9.6849	4129	0.3887	99.6609	4115	164	166	0.3937	9	3.87
SRS1992958_852	10.6352	4128	0.3958	100.0000	4128	174	182	0.3948	11	3.26
SRS1992958_853	10.8076	4127	0.3993	100.0000	4127	181	177	0.3964	11	3.39
SRS1992958_854	9.9353	4127	0.3745	100.0000	4127	169	164	0.3788	10	3.67
SRS1992958_855	10.1805	4123	0.3876	100.0000	4123	167	171	0.3913	10	2.93
SRS1992958_856	10.1595	4119	0.4191	99.9514	4117	178	165	0.4129	10	4.29
SRS1992958_857	8.3299	4117	0.4984	99.1256	4081	134	144	0.4945	8	3.06
SRS1992958_858	9.3087	4117	0.4061	100.0000	4117	155	158	0.3993	9	3.27
SRS1992958_859	9.1052	4108	0.3816	99.7566	4098	152	153	0.3911	8	3.80
SRS1992958_860	22.5796	4103	0.5489	100.0000	4103	366	385	0.5420	23	7.21
SRS1992958_861	394.1015	4100	0.5168	100.0000	4100	6366	6634	0.5153	396	61.33
SRS1992958_862	7.7883	4096	0.4178	98.7061	4043	128	133	0.4200	8	2.74
SRS1992958_863	8.2753	4090	0.3585	100.0000	4090	136	135	0.3605	8	3.16
SRS1992958_864	142.4350	4087	0.4742	100.0000	4087	2384	2326	0.4738	142	33.00
SRS1992958_865	41.2417	4083	0.4066	100.0000	4083	727	683	0.4145	38	22.74
SRS1992958_866	9.5212	4073	0.3834	99.5090	4053	157	159	0.3881	9	3.20
SRS1992958_867	287.7638	4069	0.5163	100.0000	4069	4647	4777	0.5134	293	46.95
SRS1992958_868	10.3633	4052	0.4020	100.0000	4052	174	165	0.4045	10	3.88
SRS1992958_869	6.9440	4052	0.6114	96.1254	3895	124	112	0.6018	7	3.09
SRS1992958_870	8.8809	4047	0.3571	99.7282	4036	155	160	0.3679	8	4.88
SRS1992958_871	7.1899	4044	0.3675	99.5054	4024	118	120	0.3751	7	2.46
SRS1992958_872	10.3856	4043	0.4826	100.0000	4043	174	167	0.4765	10	3.54
SRS1992958_873	6.8681	4042	0.3613	99.6784	4029	111	115	0.3606	7	2.53
SRS1992958_874	11.9344	4039	0.4073	100.0000	4039	193	198	0.4064	12	4.38
SRS1992958_875	13.5478	4038	0.4292	100.0000	4038	227	220	0.4345	13	5.25
SRS1992958_876	7.2101	4032	0.5872	99.7520	4022	117	117	0.5810	7	2.52
SRS1992958_877	9.9945	4010	0.5601	100.0000	4010	158	174	0.5570	9	3.65
SRS1992958_878	14.9661	4006	0.4091	100.0000	4006	260	257	0.4316	13	12.45
SRS1992958_879	154.9192	3996	0.5353	100.0000	3996	2556	2421	0.5311	154	27.80
SRS1992958_880	9.7938	3996	0.3738	100.0000	3996	158	160	0.3722	10	3.36
SRS1992958_881	9.6222	3992	0.3740	100.0000	3992	156	154	0.3769	10	2.69
SRS1992958_882	9.1154	3985	0.5347	99.7491	3975	151	148	0.5383	9	2.82
SRS1992958_883	68.7264	3984	0.4689	100.0000	3984	1094	1128	0.4624	68	13.79
SRS1992958_884	8.4906	3973	0.5252	99.7483	3963	135	139	0.5238	8	2.76
SRS1992958_885	9.7213	3972	0.3751	100.0000	3972	154	156	0.3787	9	3.22
SRS1992958_886	10.1778	3965	0.4996	100.0000	3965	166	163	0.5059	10	3.84
SRS1992958_887	9.2084	3964	0.3946	100.0000	3964	152	146	0.3972	9	3.24
SRS1992958_888	8.7217	3964	0.5384	93.8194	3719	145	143	0.5361	8	4.48
SRS1992958_889	12.3291	3959	0.5095	100.0000	3959	198	196	0.5019	12	4.51
SRS1992958_890	12.0030	3959	0.4275	100.0000	3959	193	193	0.4287	12	4.19
SRS1992958_891	427.3858	3958	0.4886	100.0000	3958	6789	6843	0.4880	434	61.69
SRS1992958_892	10.5951	3957	0.3773	100.0000	3957	170	169	0.3780	10	3.16
SRS1992958_893	9.0096	3955	0.5432	100.0000	3955	141	146	0.5401	9	3.31
SRS1992958_894	9.8483	3955	0.4124	99.5702	3938	155	165	0.4152	10	3.39
SRS1992958_895	152.2818	3950	0.5701	100.0000	3950	2321	2526	0.5677	150	32.03
SRS1992958_896	57.6830	3950	0.3884	100.0000	3950	923	911	0.3909	58	11.52
SRS1992958_897	360.0568	3944	0.4861	100.0000	3944	5826	5707	0.4800	369	89.72
SRS1992958_898	8.7500	3944	0.3645	100.0000	3944	138	143	0.3670	8	3.06
SRS1992958_899	10.1466	3943	0.4211	100.0000	3943	161	160	0.4225	10	3.69
SRS1992958_900	9.0485	3937	0.5406	100.0000	3937	139	149	0.5350	9	2.92
SRS1992958_901	66.2930	3935	0.3886	99.9746	3934	1237	1200	0.3864	47	62.03
SRS1992958_902	9.4303	3932	0.5209	100.0000	3932	149	148	0.5160	9	3.15
SRS1992958_903	10.5230	3931	0.4065	99.9491	3929	168	172	0.4079	10	3.15
SRS1992958_904	21.4146	3929	0.4329	100.0000	3929	336	341	0.4429	22	5.99
SRS1992958_905	30.4607	3927	0.5228	100.0000	3927	525	518	0.5199	29	10.93
SRS1992958_906	15.6096	3924	0.5810	100.0000	3924	264	245	0.5629	13	8.95
SRS1992958_907	8.0571	3920	0.5392	100.0000	3920	125	130	0.5387	8	3.25
SRS1992958_908	9.9809	3917	0.4016	100.0000	3917	161	158	0.4003	10	3.15
SRS1992958_909	201.0375	3915	0.3854	99.9745	3914	3188	3196	0.3875	197	65.96
SRS1992958_910	7.2264	3913	0.5822	100.0000	3913	114	115	0.5813	7	2.42
SRS1992958_911	7.8006	3906	0.4593	99.0271	3868	124	124	0.4606	8	2.66
SRS1992958_912	9.1093	3887	0.3887	100.0000	3887	143	145	0.3878	9	3.07
SRS1992958_913	165.8726	3884	0.5242	100.0000	3884	2575	2630	0.5189	165	41.64
SRS1992958_914	8.5999	3884	0.3360	100.0000	3884	136	133	0.3394	8	2.69
SRS1992958_915	8.0867	3875	0.5343	99.5871	3859	128	126	0.5276	7	3.22
SRS1992958_916	392.7388	3874	0.5653	100.0000	3874	6120	6224	0.5588	387	68.12
SRS1992958_917	17.8441	3874	0.3591	100.0000	3874	276	279	0.3704	17	6.90
SRS1992958_918	7.3727	3874	0.5833	97.0057	3758	119	112	0.5854	7	2.74
SRS1992958_919	196.8889	3860	0.5438	100.0000	3860	3069	3073	0.5399	190	40.62
SRS1992958_920	207.4045	3859	0.4776	100.0000	3859	3233	3353	0.4773	201	60.69
SRS1992958_921	8.4789	3859	0.3485	100.0000	3859	131	132	0.3500	8	3.43
SRS1992958_922	10.4686	3858	0.4051	100.0000	3858	173	158	0.4016	10	4.11
SRS1992958_923	1272.8369	3851	0.4695	100.0000	3851	20139	20600	0.4844	1180	499.67
SRS1992958_924	122.5267	3843	0.4889	100.0000	3843	1776	2014	0.4876	127	24.01
SRS1992958_925	112.8908	3836	0.5104	100.0000	3836	1697	1782	0.5098	114	20.17
SRS1992958_926	8.1877	3831	0.4496	99.7390	3821	128	124	0.4442	8	2.72
SRS1992958_927	9.9908	3822	0.3953	99.6075	3807	155	155	0.3937	10	3.60
SRS1992958_928	8.1059	3805	0.4432	96.6623	3678	131	125	0.4534	8	3.57
SRS1992958_929	398.9156	3802	0.5379	100.0000	3802	6232	6017	0.5323	393	86.17
SRS1992958_930	7.8027	3782	0.3633	100.0000	3782	119	118	0.3610	8	2.66
SRS1992958_931	11.1005	3763	0.3810	100.0000	3763	166	188	0.3934	11	4.35
SRS1992958_932	25.6903	3758	0.4276	100.0000	3758	390	390	0.4285	27	7.94
SRS1992958_933	8.6739	3757	0.5624	100.0000	3757	130	135	0.5604	9	2.52
SRS1992958_934	14.4197	3750	0.5117	95.8400	3594	212	228	0.4954	12	8.87
SRS1992958_935	8.4394	3744	0.3976	95.9936	3594	128	126	0.3943	8	3.80
SRS1992958_936	201.0954	3742	0.5425	100.0000	3742	3050	3027	0.5401	202	34.04
SRS1992958_937	9.2888	3739	0.4033	99.7325	3729	144	137	0.4036	9	3.58
SRS1992958_938	8.7190	3737	0.5924	99.8662	3732	131	134	0.5881	8	2.90
SRS1992958_939	9.0238	3737	0.3793	99.4648	3717	133	144	0.3807	9	3.16
SRS1992958_940	7.5715	3725	0.5045	99.3020	3699	121	107	0.4918	7	3.11
SRS1992958_941	8.2188	3721	0.5411	96.3988	3587	133	130	0.5356	8	3.45
SRS1992958_942	25.0229	3719	0.5604	100.0000	3719	372	385	0.5561	22	10.19
SRS1992958_943	6.2307	3719	0.4856	97.5262	3627	93	97	0.4845	6	2.18
SRS1992958_944	8.2469	3718	0.5518	99.7041	3707	127	129	0.5492	7	3.54
SRS1992958_945	29.0526	3709	0.4157	100.0000	3709	460	416	0.4151	30	9.38
SRS1992958_946	9.5840	3704	0.3747	100.0000	3704	148	137	0.3732	9	3.20
SRS1992958_947	8.9449	3702	0.4255	100.0000	3702	132	135	0.4262	9	3.14
SRS1992958_948	130.4753	3690	0.3856	100.0000	3690	1960	1942	0.4014	134	43.54
SRS1992958_949	290.6644	3689	0.4879	100.0000	3689	4283	4354	0.4867	291	55.84
SRS1992958_950	9.4314	3686	0.3798	100.0000	3686	141	141	0.3857	10	3.04
SRS1992958_951	7.2395	3683	0.3422	99.1854	3653	102	115	0.3449	7	2.86
SRS1992958_952	144.0079	3682	0.5212	100.0000	3682	2138	2169	0.5170	145	27.46
SRS1992958_953	8.0342	3682	0.5103	100.0000	3682	116	123	0.5102	8	2.58
SRS1992958_954	7.9519	3679	0.5909	99.7282	3669	127	109	0.5883	8	2.73
SRS1992958_955	8.9309	3675	0.4047	99.7279	3665	136	133	0.4050	9	2.84
SRS1992958_956	7.9981	3671	0.3991	100.0000	3671	118	119	0.3978	8	2.86
SRS1992958_957	9.3675	3671	0.4067	100.0000	3671	137	140	0.4081	9	3.19
SRS1992958_958	9.0747	3667	0.5832	95.9913	3520	137	132	0.5847	9	4.14
SRS1992958_959	32.4359	3666	0.4032	100.0000	3666	505	471	0.4124	29	13.25
SRS1992958_960	9.2265	3664	0.3985	96.9159	3551	135	143	0.3958	9	3.39
SRS1992958_961	10.0153	3654	0.3779	99.7263	3644	142	163	0.3789	9	4.38
SRS1992958_962	6.7398	3644	0.3370	100.0000	3644	97	101	0.3347	7	1.90
SRS1992958_963	142.2479	3639	0.4314	100.0000	3639	2109	2063	0.4315	143	26.89
SRS1992958_964	7.2528	3635	0.3689	99.7249	3625	115	106	0.3675	7	2.40
SRS1992958_965	7.6062	3634	0.6007	99.4496	3614	116	120	0.5910	7	2.90
SRS1992958_966	7.0900	3633	0.6249	100.0000	3633	102	107	0.6206	7	2.33
SRS1992958_967	8.3161	3632	0.5600	94.7963	3443	127	121	0.5597	8	4.18
SRS1992958_968	9.4486	3631	0.3670	100.0000	3631	132	144	0.3676	9	3.42
SRS1992958_969	111.9358	3627	0.4428	100.0000	3627	1605	1658	0.4355	114	30.86
SRS1992958_970	8.1649	3627	0.6055	99.7243	3617	119	120	0.6042	8	2.71
SRS1992958_971	6.8019	3615	0.4715	100.0000	3615	97	104	0.4699	6	2.40
SRS1992958_972	9.9445	3603	0.3840	99.6947	3592	140	149	0.3823	9	3.82
SRS1992958_973	8.1741	3602	0.3510	96.3076	3469	124	115	0.3506	8	3.46
SRS1992958_974	213.7595	3580	0.4712	100.0000	3580	3041	3137	0.4704	211	34.64
SRS1992958_975	12.6308	3573	0.4072	100.0000	3573	178	189	0.4056	13	3.68
SRS1992958_976	227.1075	3571	0.4705	100.0000	3571	3449	3543	0.4799	201	113.66
SRS1992958_977	41.1605	3569	0.4329	100.0000	3569	604	600	0.4317	40	9.64
SRS1992958_978	31.4059	3565	0.4269	100.0000	3565	446	456	0.4257	31	7.36
SRS1992958_979	7.9851	3563	0.3441	99.7755	3555	118	116	0.3405	7	3.04
SRS1992958_980	7.2798	3563	0.5847	96.1830	3427	102	109	0.5790	7	3.22
SRS1992958_981	10.7551	3561	0.3326	96.4617	3435	157	152	0.3374	11	4.76
SRS1992958_982	7.0432	3561	0.5540	98.2308	3498	105	97	0.5533	7	2.61
SRS1992958_983	9.3060	3559	0.4287	99.7752	3551	133	138	0.4265	9	3.39
SRS1992958_984	7.5223	3559	0.6016	99.7190	3549	108	113	0.5957	7	3.16
SRS1992958_985	6.7606	3559	0.6131	99.7190	3549	98	98	0.6080	7	2.43
SRS1992958_986	7.7892	3553	0.3470	99.7185	3543	115	110	0.3454	7	3.21
SRS1992958_987	9.7209	3551	0.5305	99.4368	3531	142	144	0.5320	10	3.34
SRS1992958_988	11.1477	3548	0.4019	100.0000	3548	163	158	0.4036	10	4.11
SRS1992958_989	8.0321	3548	0.5612	99.7182	3538	109	126	0.5520	8	2.84
SRS1992958_990	8.7709	3545	0.4107	99.7179	3535	127	126	0.4075	8	3.02
SRS1992958_991	9.6418	3532	0.5666	99.2922	3507	142	133	0.5663	9	3.81
SRS1992958_992	12.6840	3522	0.3878	100.0000	3522	187	181	0.3973	12	5.73
SRS1992958_993	9.1202	3520	0.3840	99.7159	3510	129	133	0.3867	9	3.06
SRS1992958_994	10.2487	3519	0.4061	100.0000	3519	143	152	0.4029	10	4.48
